Pitcher,PitcherTeam,Overall_StuffPlus,Overall_PitchingPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Michael Timberlake,RUT_SCA,99.6,89.3,87,5,86.8,6.2
Tyler Rice,EAS_CON,89.3,89.3,43,5,79.7,5.7
Ryan McLaughlin,MAN_JAS,88.8,89.3,156,5,84.5,5.2
Bradric Helton,LIN_MEM,95.1,89.3,39,4,84.9,5.4
Thomas Leiden,GRA_TIG,112.0,89.3,61,2,85.4,5.8
Zach Andrews,AUS_COL,83.1,89.3,12,1,86.5,7.2
Jackson Abernathy,KEN_OWL,94.7,89.3,150,5,86.4,5.6
Kansai Sugimoto,UNI_BRI,111.6,89.2,83,6,89.1,6.1
Ryan Douglas,STO_COL,87.5,89.2,170,4,84.0,5.5
Nick Suspenzi,SAN_TOR,88.3,89.2,90,4,79.3,5.6
Brayden Sprencel,TEX_LUT,83.0,89.2,49,4,79.6,5.6
Cole Davis,AND_TRO,89.4,89.2,295,5,83.3,5.8
Ben Pika,FDU_KNI,86.1,89.2,140,7,82.6,5.3
Major Spence,ARK_LIO,86.9,89.2,59,4,79.8,5.4
AJ Rasmussen,IOW_CEN,87.4,89.2,43,4,83.8,6.1
Colin Carver,MAR_RED,93.0,89.2,25,4,85.9,5.6
Hunter Serena,SHA_COM,80.4,89.2,50,3,69.3,5.4
Justin Barry-Smith,CUM_PAT,103.4,89.2,30,2,85.3,6.6
Mason Clark,MOT_COM,91.8,89.2,50,3,76.3,5.7
Joey Diaz,GRA_COL,90.5,89.2,94,3,81.0,5.7
Jordan Oliver,MIL_UNI2,110.2,89.2,72,3,91.3,6.6
Nolan McInvale,TEX_LUT,82.7,89.2,110,3,77.7,5.5
Drew Bryant,CAT_VAL1,94.5,89.2,78,4,84.5,5.3
Roman Ardoin,CEN_COL1,86.3,89.1,126,5,77.1,5.6
Gavin Gregory,HAM_COL,89.1,89.1,67,1,80.3,5.6
Luke Dellentash,STO_COL,89.8,89.1,175,3,81.3,5.0
Ernie Snyder,CON_UNI2,93.3,89.1,15,4,81.4,6.0
Nick Bell,SHE_UNI,85.4,89.1,257,7,78.4,5.7
Ethan McPherson,UNI_MOB,82.1,89.1,26,3,81.6,5.9
Anthony Ehly,SET_PIR,85.1,89.1,230,5,83.1,6.5
Michael O'Brien,TUF_UNI,85.7,89.1,132,3,79.3,5.9
Drew Harris,GEO_COL,97.3,89.1,148,4,82.9,5.7
Tyler Kaltreider,UNI_LYN,82.4,89.1,91,1,85.7,6.0
Joey Helms,MER_UNI,79.8,89.1,25,3,75.8,6.9
Jake McKenna,TUS_PIO,79.5,89.1,215,4,76.9,5.7
Drew Oppenheim,GEO_COL,88.3,89.1,214,6,78.7,5.2
John Yancey,CHO_UNI,85.6,89.1,27,4,75.9,5.5
Seth Hogg,MAR_UNI3,95.2,89.1,52,4,81.2,5.9
Quentin Graves,MAR_LIO,93.1,89.1,151,8,86.1,5.2
Max Swenson,MCN_COW,100.7,89.1,107,5,87.6,5.8
Brian Veniard,CUM_PAT,91.1,89.1,24,3,84.5,5.9
Drake Bayles,UTM_SKY,87.0,89.1,191,5,81.7,5.5
Raleigh Walker,MOU_OLV,98.1,89.1,130,4,83.9,5.7
Dominic Jones,CLE_CLE2,81.1,89.1,46,3,81.3,5.1
Caiden Ertter,PEN_HAR,92.6,89.1,25,3,79.9,5.4
Grady Faris,CAL_FUL,100.6,89.1,111,5,83.0,6.7
Logan Mooneyham,Mer_Col,78.0,89.0,23,3,76.2,5.8
James Gladden,MAR_TER,90.9,89.0,53,3,84.9,5.6
Justin Snider,VIR_WIS,91.3,89.0,124,4,79.4,5.5
Caid Sanders,TUS_PIO,87.0,89.0,461,7,81.8,5.9
Hunter McCollum,SOU_UNI,101.8,89.0,46,2,81.8,6.0
Carson Edmiston,CAT_IND,88.8,89.0,37,2,82.5,6.5
Carlos Peguero,GRA_TIG,92.5,89.0,100,4,86.3,6.1
Jake Hill,FLA_COL,97.0,89.0,34,2,83.4,6.1
Michael Ward,Mer_Col,83.5,89.0,38,4,76.1,5.9
Kalani Santos,SAC_DON,94.4,89.0,164,6,80.5,5.5
Nolan Wilson,CUM_PAT,88.4,89.0,86,5,80.6,5.5
Alex Merkel,DAL_COM,84.2,89.0,33,1,80.8,5.7
Blaise Kolbert,D'Y_UNI,81.4,89.0,29,4,75.5,6.3
Bobby Jones,EMU_EAG,88.1,88.9,448,7,82.6,5.4
Jose Bludau,IWC,86.4,88.9,52,5,81.9,5.8
Tai Walton,CSU_BAK,91.9,88.9,77,4,85.1,4.7
Matthew Werk,SOU_JAC,88.1,88.9,28,4,83.1,4.9
Bobby Loper,MER_COL1,93.1,88.9,30,4,83.8,5.8
Colin Athey,MOU_OLV,90.8,88.9,40,3,84.7,6.3
Forrest Lietz,DAV_WIL,90.4,88.9,30,5,84.2,5.7
Hunter Williams,LEB_VAL,90.4,88.9,182,3,77.6,6.0
Patrick Fanning,TUF_UNI,95.3,88.9,104,3,82.7,5.8
Tyler Camp,SHO_UNI,74.8,88.9,9,1,75.0,4.6
Garrett Guinn,SOU_WES,84.2,88.9,421,7,79.4,6.5
Brent Holdren,COL_SPA,78.3,88.9,107,5,75.2,5.9
Evan McGuire,CLA_COL,82.2,88.9,107,5,80.6,6.4
Kade Arn,BGS_FAL,99.8,88.9,75,6,81.6,6.8
Beau Alazaus,WAL_UNI,86.4,88.9,15,3,78.9,6.0
Dominic Capperella,MSM_MTN,91.1,88.9,69,5,81.1,5.9
Nick Hamilton,MER_UNI,87.5,88.9,105,5,80.1,6.2
Mason Breton,LON_ISL22,88.6,88.9,238,6,82.9,5.8
Niko Riera,LON_BEA,96.6,88.9,93,2,88.1,5.9
Keller Shamburger,UNI_DAL,87.5,88.9,28,2,79.8,5.0
Remy Marsh,HBU_HUS,92.4,88.9,61,5,83.7,6.2
Brycen Sechler,DAV_ELK,73.9,88.9,14,2,72.1,4.7
Geremy McCollough,SIM_UNI,76.3,88.9,19,3,74.0,6.9
Ben Draeger,QUI_HAW,93.3,88.9,71,4,80.0,5.8
Spencer Ledford,UNC_PEM,95.3,88.9,98,1,86.3,6.1
Jacob Chadwell,LON_LAN,89.0,88.9,421,6,82.8,5.9
Brady Trombello,TEX_RAI,90.3,88.9,80,4,84.4,5.2
Dylan Collins,DAL_COM,90.5,88.9,94,1,85.5,5.4
Garret Gates,NJI_HIG,94.0,88.9,105,4,83.5,5.3
Jake Dempsey,UNI_THE1,83.3,88.9,111,3,79.4,6.6
Keagen Jirschele,SOU_JAC,90.5,88.9,103,7,85.9,5.6
Ivri Margolin,CYP_CHR,92.1,88.9,73,5,80.2,5.4
Ayden Moore,TUS_PIO,87.6,88.8,284,6,80.2,5.5
Austin Ryan,ALV_CCO,94.3,88.8,117,3,82.8,5.6
Frankie Parrotti,DES_UNI,84.9,88.8,22,5,81.5,5.6
Braden LaRusso,TEX_ISL,91.1,88.8,117,5,82.4,5.9
Garrett Moody,UNI_WES,86.2,88.8,14,3,85.4,5.4
Sam Young,RIC_SPI,107.7,88.8,145,3,87.2,5.7
Nathan Vermillion,FRO_STA,89.6,88.8,12,4,81.4,5.9
Winston Peterson,PEP_WAV,84.9,88.8,158,4,84.3,6.0
Josiah Sizemore,SOU_WES1,85.5,88.8,106,7,79.7,5.3
Spencer Simon,GEO_FOX,91.3,88.8,137,2,78.8,6.5
John Ryder,BIN_BEA,95.8,88.8,53,2,88.7,6.1
Rex Stills,PUR_FOR,85.1,88.8,163,4,82.5,6.2
Lance Lauve,PUR_BOI,95.4,88.8,17,3,81.3,4.6
Benjamin Henthorn,LOR_DUH,84.0,88.7,15,3,76.8,5.5
Zane Patton,MID_UNI,87.9,88.7,11,3,80.3,4.8
Conner Wilson,WIL_CAR,90.5,88.7,372,3,82.9,5.7
Mike Sullivan,UWM_PAN,99.1,88.7,289,8,83.3,5.8
Andrew Tano,FLO_MEM,92.4,88.7,86,3,84.0,5.9
Niko Kreuzer,EMU_EAG,84.4,88.7,238,7,81.4,5.6
Peyton Maines,SOU_VIR2,76.8,88.7,51,4,69.6,5.1
Nicholas Saelens,PAC_BOX,80.4,88.7,102,1,84.5,5.7
Brett Gastman,CHA_BUC,104.7,88.7,289,7,83.3,6.0
Coleman McGinnis,NCA_BUL,88.8,88.7,36,3,83.7,5.7
Will Marquart,IU,96.2,88.7,22,3,86.5,5.3
Keegan O'Hearn,MIC_WOL,111.8,88.7,102,5,94.9,5.6
Matt Cornelius,MEX_LOB,90.7,88.7,250,6,84.6,5.3
Brody Hill,POI_UNI,79.9,88.7,24,3,64.4,5.3
Cooper Reese,NMS_AGG,90.5,88.7,144,6,82.9,5.7
Ethan Borggren,NOR_CAT,86.1,88.7,181,5,81.8,5.6
Mason Murdock,UNC_SEA,112.0,88.7,166,7,86.3,5.8
Braxton Brinegar,MID_UNI,80.5,88.7,21,2,85.4,5.6
Hunter Winston,OHI_BOB,89.0,88.7,174,7,79.7,5.0
Jack Dennison,SOU_WES1,83.8,88.6,24,2,76.2,5.2
Matthew Alduino,QUI_BOB,90.1,88.6,281,5,83.7,6.7
Matt Campo,CLU_KIN,85.4,88.6,49,3,81.2,5.2
Jack Edwards,TUF_UNI,88.9,88.6,44,3,80.8,5.8
Gregory Bori,WEB_INT1,95.1,88.6,36,5,80.9,5.5
Corey Savedoff,LAF_LEP,87.8,88.6,284,8,80.0,6.7
Connell White,LAG_RAN,95.1,88.6,24,3,74.7,6.3
Cade Hamel,PAC_LUT,91.5,88.6,8,2,78.3,4.5
Jaden Bahl,BOS_PAR,98.8,88.6,131,4,87.7,5.2
Thomas Burgess,ROA_COL,81.2,88.6,44,1,82.2,6.1
JW Armistead,SOU_GOL,106.7,88.6,28,3,86.9,6.3
Chance Vaught,SOU_LIO,84.6,88.6,44,1,81.9,6.3
Hunter Lefkus,SPU_PEA,84.0,88.6,144,4,76.5,5.6
Benjamin Dorantes,LON_BEA,94.2,88.6,97,5,79.5,5.8
Parker Bowles,ASB_UNI,85.7,88.6,55,3,75.3,5.9
Chase George,DAV_ELK,74.0,88.6,36,4,70.3,5.3
Anthony Steinhoff,WIU_LEA,86.0,88.6,80,6,81.3,5.6
Diego Truijilo,MT._HOO,76.7,88.6,80,3,78.5,5.3
Dylan Hansen,COA_CHA,108.5,88.6,55,3,91.5,5.5
Davin Pollard,AUS_GOV,103.8,88.6,69,3,88.8,5.7
Brady Turner,WAK_TEC,90.5,88.6,20,2,79.9,4.3
Cameron Snider,THO_MOR,98.1,88.6,31,3,77.0,5.4
Matthew Foley,GAL_WCS,115.6,88.6,29,2,90.5,6.3
Cole Richardson,SOU_GOL,96.3,88.6,51,4,86.4,6.0
Christian Nilsen,QUI_BOB,84.4,88.6,72,4,80.4,5.7
Aiden White,NEB,101.4,88.6,20,3,83.9,6.9
Caden Wade,ALC_BRA,62.7,88.5,8,1,67.6,6.0
Vincent Corso,WAG_SEA,100.1,88.5,56,5,83.5,5.3
Julian Parson,WIN_EAG,86.4,88.5,94,4,81.6,5.1
Max Swardt,IMM_UNI,88.8,88.5,18,1,78.5,6.2
Carson Renner,PEN_NIT,97.1,88.5,58,3,86.6,5.5
Kelvin Feliciano,FLO_MEM,89.3,88.5,70,5,75.4,5.9
Walker Ward,BET_UNI3,84.9,88.5,57,3,79.2,5.2
Zach DeMarlie,AUG_COL,103.2,88.5,18,3,85.6,5.1
Jacob Gilbert,SHE_UNI,91.8,88.5,254,6,85.0,5.4
Alex Brown,CHO_UNI,87.3,88.5,15,3,77.6,4.8
Nick Greaney,FLO_SEM,92.8,88.5,50,3,85.9,7.0
Connor Osier,HOU_COU,99.3,88.5,40,4,87.1,6.2
Sawyer Smith,THO_UNI,100.5,88.5,41,3,84.0,5.7
James Fahan,QUI_BOB,81.6,88.5,18,4,81.7,5.7
Cameron King,FLO_RAT,85.3,88.5,33,3,82.5,6.4
Drew Mattox,TEN_TEC,88.3,88.5,127,3,79.6,6.6
Garrett Swink,SOU_WES1,92.1,88.5,214,7,78.5,5.0
Alex Mullen,EMB_(AZ,84.7,88.5,38,4,74.5,6.4
Chase Burrows,BAB_COL,79.6,88.4,74,2,71.9,5.7
Kyle Murray,BRA_UNI,84.9,88.4,9,2,77.8,5.7
Tyler Ware,UNI_FOR,87.6,88.4,22,4,74.5,5.3
Austin Lewis,MAN_MOU,96.6,88.4,92,4,80.7,5.3
Nolan Williamson,VIR_KEY,97.1,88.4,116,4,85.7,6.0
Jeff Levin,THO_MOR,91.2,88.4,58,4,79.3,6.0
David Matthews,CON_TOR,89.0,88.4,25,2,75.4,6.9
Gavin Barnell,GEO_COL1,93.3,88.4,18,3,76.2,5.2
Cade Granzow,BEL_BRU,95.6,88.4,321,6,86.7,5.3
Rey Rivera,DAL_COM,83.9,88.4,36,1,81.2,5.4
Elliott Joslin,STM_GAE,95.6,88.4,359,8,86.0,5.8
Jaxon Christiansen,ALA_HOR,91.7,88.4,355,6,84.6,5.7
Kade Jeffers,ALV_CCO,95.2,88.4,42,2,76.9,5.5
Justin Still,MEX_LOB,88.2,88.4,94,3,83.0,5.7
Mason Wolf,CUY_CUY,90.6,88.4,13,3,78.5,5.4
Jack Sampedro,AMH_COL,95.2,88.4,24,2,80.7,5.1
Max Ghiglieri,LON_BEA,91.9,88.4,257,6,80.4,4.6
Anthony Pesci,ALA_CRI,101.9,88.4,25,2,85.9,6.2
Connor Johnston,RHO_RAM,92.6,88.4,390,7,80.3,5.8
Matthew Kelley,CAR_UNI1,80.5,88.4,48,4,81.5,6.2
Barrett Barkley,EC,88.1,88.4,64,6,80.9,5.0
Ethan Dillinger,AIR_FOR,97.1,88.4,417,6,81.6,5.8
Chris Bedgood,ARK_LIO,94.6,88.4,230,8,82.8,5.7
Jay Stiff,MAR_UNI,80.1,88.4,11,1,85.3,6.4
Preston Salazar,SLU_BILL,91.1,88.3,159,8,79.6,5.0
Tony Bennage,LEB_VAL,88.2,88.3,125,5,78.6,5.9
Gio Arzuaga,STO_COL,92.6,88.3,136,6,78.9,5.3
Ben Roberts,LIB_FLA,96.9,88.3,112,4,90.9,5.5
Cayden Collins,GRA_CAN,89.5,88.3,44,5,85.1,6.5
Nick Noga,WES_CHE9,89.1,88.3,19,1,81.4,5.9
Ryan Heitz,TRI_TRO,82.5,88.3,44,3,76.2,6.1
Xavier Cardenas,SAN_AZT,104.8,88.3,23,3,92.8,6.0
Danik Reed,DIL_UNI1,89.0,88.3,59,1,87.1,5.8
Brody Levin,RHO_RAM,83.8,88.3,70,2,81.0,5.3
Lukas Khandagle,ALB_LIO,83.1,88.3,21,3,74.6,5.1
Brenden Katz,LIT_TRO,87.7,88.3,183,5,86.1,6.5
Landon Montgomery,UNI_MOB,80.6,88.3,32,2,79.5,5.5
Peyton Huff,SOU_JAG,94.0,88.3,47,3,79.1,4.7
Sidney Moore,TEX_TIG,91.0,88.3,73,4,81.1,5.5
Emmet George,MID_COL,98.5,88.3,207,5,82.2,6.3
Kyle Tyler,IlI_SPR,92.3,88.3,32,4,84.8,5.3
Tyler Dunham,THO_C,93.9,88.3,31,3,77.7,6.0
Ronald Rockey,ION_GAE,94.8,88.3,27,3,87.2,5.7
Jake Morrissey,BEL_BRU,87.8,88.3,77,5,82.9,5.3
Austin Peddycoart,SOU_UNI,104.6,88.3,180,4,83.2,5.6
Cayden Bonura,CYP_CHR,96.1,88.2,97,5,77.0,6.0
Jack Wills,EVA_ACE,94.7,88.2,285,6,82.5,5.4
Kyler McIntosh,ALA_HOR,86.2,88.2,149,5,82.8,4.7
Justin Spencer,MAR_HAW,84.0,88.2,52,3,81.0,5.6
Jared Huse,USC_PAC,90.2,88.2,95,3,84.1,5.2
Stone Silver,WAB_VAL,92.1,88.2,62,3,84.2,5.9
Malakai Webb,DAV_ELK,84.0,88.2,57,3,74.8,5.4
Owen Basso,LAF_LEP,93.4,88.2,434,7,81.7,5.2
David Chase,IOW_WES,94.9,88.2,45,3,84.2,5.7
Oscar Lopez,CLU_KIN,96.7,88.2,53,3,80.6,7.2
Jack Stangl,OKL_WES,100.7,88.2,16,2,81.5,5.5
Ethan Lebron,NEW_WLV,102.7,88.2,90,3,81.8,5.0
Joel Rodriguez,CHA_BUC,88.3,88.2,393,5,87.9,6.2
Jake Andrews,MSM_MTN,90.0,88.2,178,5,84.6,6.2
Christo Garrelts,ELO_PHO,82.1,88.2,156,6,76.1,5.9
Luke McCoy,SET_HIL,83.5,88.2,20,1,80.4,4.9
Taili Thompson,NOR_AGG,88.0,88.2,187,8,82.1,5.9
Trey Felker,UNI_MON,93.5,88.2,219,5,80.9,5.3
Nile Foss,TAR_TEX,99.2,88.2,51,4,79.6,5.1
Tannis Lange,OSU_BUC,95.5,88.2,263,7,84.7,5.5
Brady Coon,SOU_COU,91.0,88.2,395,8,86.3,5.8
Logan Wirt,BET_WIL,94.5,88.2,79,3,81.5,5.6
Paul Byrne,SUN_C,88.7,88.1,55,3,87.5,6.3
Brayden Pooler,EC,92.8,88.1,265,5,79.2,6.5
Joseph Sanchez,WES_WES6,90.3,88.1,31,1,75.4,4.3
Hunter Howard,RAD_HIG,93.8,88.1,223,7,86.3,5.9
Anthony Andrews,HAW_WAR,95.5,88.1,44,6,85.5,5.7
Carter Barnes,GEO_COL1,86.5,88.1,62,4,81.2,5.7
Jared Crandall,TRO_T,79.5,88.1,10,1,83.1,6.1
Reed Hyde,MID_COL,99.2,88.1,30,2,81.8,6.5
Adyn Collins,QUI_HAW,87.5,88.1,23,2,86.9,4.8
Colin Goldsmith,LIM_STO,84.9,88.1,141,4,71.1,6.0
Lucas Scheib,ELI_BLU,84.3,88.1,15,1,85.0,6.6
Hugh Hill,RIC_SPI,93.8,88.1,30,2,85.0,5.2
Sean Clifford,BRY_BUL,92.3,88.1,31,6,85.0,6.1
William Mosley,UNI_DAL,82.4,88.1,88,3,77.7,6.1
Will Austin,BFS_BBS,74.0,88.1,103,3,68.5,5.3
Kyler Hansen,UTS_EAG,89.5,88.1,36,4,82.0,5.5
Tucker Webb,MOT_COM,103.7,88.1,41,4,86.1,5.7
Carson Dingler,CEN_COL1,89.6,88.1,66,4,77.7,5.3
RJ Johnston,TAR_TEX,83.7,88.1,18,4,77.0,6.0
Dom Dottavio,SHE_UNI,86.3,88.1,180,6,76.0,6.4
Rylan Burigsay,WHI_COL,83.7,88.1,43,3,81.7,5.0
Marcus Mott,MCN_COW,94.0,88.1,189,4,87.4,5.8
Andrew Padova,SAD_GAU,88.6,88.0,17,2,83.7,5.4
Jack Posey,HAR_SIM,82.6,88.0,82,1,76.4,4.9
Michael Simes,UMASS_RIV,85.6,88.0,45,5,82.0,5.5
Aidan Pearson,PUR_FOR,87.4,88.0,268,5,80.2,4.9
Jackson Sherman,SHE_UNI,90.5,88.0,122,7,76.9,5.9
Gunnar Harrison,EMB_EAG,94.2,88.0,49,3,79.1,4.6
Tre Benjamin,BUT_BUL,86.3,88.0,463,5,82.6,6.8
Kyle McCracken,LEB_VAL,97.1,88.0,83,4,73.0,5.8
Braelen Pippin,OKL_WES,88.1,88.0,87,6,82.6,5.5
David Delgadillo,SPU_PEA,81.6,88.0,92,5,79.1,4.8
AJ Petraitis,MOY_MOY,84.0,88.0,177,5,83.8,6.3
Darren Osborne,WM_TRI,97.7,88.0,274,7,86.1,6.0
Dylan Brown,SAN_DON,101.4,88.0,421,8,87.3,5.3
Chris Ellison,COR_BRE,96.8,88.0,488,7,84.9,5.8
Brent Walls,WCC,90.5,88.0,17,2,80.9,4.9
Nolan McKinstry,KEN_OWL,107.5,88.0,65,4,88.3,5.6
Rowan Haynes,SEA_RED,90.9,87.9,67,3,79.3,5.4
AJ Lipscomb,ELI_BLU,85.5,87.9,95,1,78.1,7.1
Zachary Malone,CEN_COL1,78.8,87.9,17,2,81.8,5.4
Jonas Ceballos,AUS_COL,74.6,87.9,133,5,74.8,5.2
Cooper Thomas,COK_COB,88.2,87.9,119,5,84.4,5.9
Anthony Michaud,STO_COL,89.6,87.9,167,4,80.7,6.5
Davis Maifield,ELM_UNI,80.2,87.9,44,4,72.7,5.7
Jack McWilliams,SAN_TOR,94.5,87.9,206,4,80.2,6.3
Jacob Gernon,WMI_BRO,79.9,87.9,106,6,77.8,5.6
Ethan Gill,MID_GEO,99.0,87.9,34,4,76.6,6.4
Isaac Hallam,SEA_RED,95.1,87.9,325,4,82.9,5.3
Andrew Yusypchuk,SIU_SAL,95.8,87.9,40,4,77.5,5.6
Charlie Davis,CLE_CLE2,91.9,87.9,36,2,83.0,6.0
Damien Wallace,MAR_UNI3,88.0,87.9,110,4,78.2,5.7
Trent Gerhardt,PEN_STA4,82.2,87.9,52,4,69.1,5.6
Hunter Beindorff,TUF_UNI,88.2,87.8,87,6,79.0,5.1
Hadley Maxwell,BUC_BIS,93.0,87.8,538,7,85.2,5.6
Ryan Mariani,MAR_UNI,85.4,87.8,59,1,78.6,5.4
Nathan Raniszewski,CLE_UNI,78.3,87.8,23,4,82.8,5.7
James Breen,CHA_GOL,88.7,87.8,43,4,82.0,6.3
Alex King,FUL_COL,82.0,87.8,25,4,75.1,5.2
Carter Gaston,POR_PIL,90.1,87.8,366,4,82.5,5.5
Thomas Wayne,NEW_WLV,79.3,87.8,10,4,68.0,5.9
Dalton Holbrook,NIC_COL1,91.0,87.8,42,4,78.2,6.0
Gavin Alloway,RID_BRO,101.9,87.8,133,6,80.0,5.6
Edwin Alicea,NOV_SOU,97.9,87.8,22,2,88.3,6.3
Colin Becker,UNI_FIN,92.9,87.8,64,3,80.8,5.6
Clint Beck,WEA_WEA,88.3,87.8,30,3,82.9,5.3
John Raines,GEO_COL1,103.2,87.8,93,5,83.4,5.9
Mason Behn,CHA_GOL,83.6,87.7,36,5,78.8,5.6
Taylor Franklin,GEO_FOX,92.1,87.7,33,3,80.1,6.9
Joel Tornero,AZU_PAC,114.9,87.7,23,3,90.3,5.6
Joshua Shropshire,AIR_FOR,89.9,87.7,158,6,83.8,6.2
Nicholas Gallello,HOF_PRI,87.3,87.7,114,4,82.2,6.4
Lance Elsen,NEW_UNI,106.5,87.7,23,2,85.3,5.7
Robert Evans,MIA_HUR,107.3,87.7,43,4,86.5,4.9
Finn O'Meara,DEP_UNI,99.4,87.7,14,3,78.4,5.9
Grayson Black,OBE_COL,88.2,87.7,58,3,83.5,5.6
Henry Brummel,UNL_REB,107.4,87.7,20,5,88.5,5.9
Karl Ralamb,SLU_BILL,97.9,87.7,235,5,86.8,6.0
Colin Aube,STU_BOB,98.8,87.7,125,3,84.7,5.2
Charles Duffy,LIM_STO,95.0,87.6,188,4,83.1,5.4
Jayden Gabrillo,HAW_PAC,90.5,87.6,118,4,80.3,4.6
Price Allman,ORA_GOL,90.6,87.6,81,5,83.6,6.1
Ayden Tran,DAY_FLY,108.4,87.6,41,4,84.3,6.8
Nick Perryman,CSU_BAK,93.4,87.6,46,4,85.1,5.9
Brayden Mayer,IlI_SPR,92.0,87.6,47,4,78.5,5.3
Brandon Wright Barron,GOS_COL,76.9,87.6,38,4,76.0,5.9
Grant Stratton,WRI_RAI,89.8,87.6,164,5,82.3,5.7
Andrew Lombana,DAR_GRE,87.5,87.6,96,3,81.4,5.8
Jack Maguire,PEN_HAR,87.7,87.6,40,4,80.4,5.6
Garrett Thiele,ASU_RED,89.4,87.6,5,2,82.7,5.5
Jose Luccioni,TEX_TIG,87.3,87.6,86,6,82.6,5.5
Kole Tauzin,LAM_CAR,90.4,87.6,33,5,83.1,5.4
Canon De Serf,HOW_PAY,79.3,87.6,90,1,74.3,5.5
Julian Carrasquilla,BET_WIL,90.0,87.6,103,6,81.6,6.0
Taylor Bednar,AKR_ZIP,96.0,87.6,137,4,85.8,6.7
Julian Robertson,OHI_BOB,90.4,87.6,119,5,79.8,5.9
Sebastian Laddusaw,CLA_COU,95.7,87.6,95,5,81.3,6.3
James Marsden,WES_UNI1,89.3,87.5,37,3,80.0,5.9
Coy Martin,SHO_UNI,100.0,87.5,49,1,83.0,5.9
Ryan Dewees,EAS_STR,88.6,87.5,61,1,82.6,6.7
Nolan Puglisi,SIE_SAI,90.9,87.5,48,6,82.3,5.9
Michael Irby,ECU_PIR,97.0,87.5,17,3,86.6,5.3
Camden Dimidjian,SOU_IND16,88.6,87.5,166,5,83.0,5.4
Luke Bradley,CHA_UNI,87.9,87.5,372,5,82.2,6.0
Tyson Willis,CHA_GOL,84.1,87.5,19,2,85.2,6.1
Johnny Montgomery,NIA_EAG,91.4,87.5,70,4,70.6,6.4
Alex Gelb,ORA_COA,77.4,87.5,28,2,78.5,4.8
AJ Lenn,GOS_COL,84.5,87.5,50,4,81.2,5.5
John Moya,TEX_TIG,88.2,87.5,88,4,80.3,4.3
Bryce Koshko,POI_UNI,84.7,87.5,29,3,72.4,6.2
Cade Barry,PEP_WAV,87.8,87.5,381,5,80.2,5.3
Gage Olsen,SLC_CCB,88.3,87.5,54,4,83.4,5.9
Ryan Reynolds,BYU_COU,98.3,87.5,73,3,87.0,5.9
Harry Tooze,FRE_PAC,86.2,87.4,37,4,76.8,4.8
Wyatt Thomas,Gol_W,94.5,87.4,91,5,79.0,5.4
Jacob Parker,ASB_UNI,79.0,87.4,20,3,70.4,4.5
Hayden Konkler,ALC_BRA,78.6,87.4,74,3,73.5,6.4
Logan Wilson,GOS_COL,94.6,87.4,63,3,77.2,5.4
Eli Bridenthal,XAV_MUS,93.4,87.4,126,5,83.4,5.2
Andrew Gload,SHE_UNI,85.7,87.4,42,5,73.7,5.7
Samuel Janik,BUC_BIS,93.8,87.4,320,8,82.1,5.5
Ryan Evans,UNI_COL,86.0,87.4,35,3,79.8,5.5
Austin Campbell,UMA_AMH,100.8,87.4,97,4,83.1,6.1
Brenden Menchaca,MSA_M,100.6,87.4,54,4,84.5,6.2
Brantley Upshaw,GEO_PAN,102.7,87.4,25,2,86.3,6.4
Wyatt Norris,PAC_LUT,80.6,87.4,43,4,77.7,5.3
Thomas Anthony,WIT_BER,77.3,87.4,44,1,82.1,5.3
Maddox Mandino,LOU_CAJ,112.7,87.4,127,3,85.7,5.7
Kasey Crawford,KAN_JAY,89.0,87.4,64,5,84.5,4.8
Trey Scott,ALA_ANM,93.7,87.4,99,4,80.7,6.0
CJ Lewis,JAC_TIG,93.6,87.4,82,5,80.2,5.5
Alex Pipes,JAC_GAM,93.5,87.4,65,5,87.0,5.6
Andrew Kleppinger,USC_BEA,100.9,87.4,16,2,74.7,5.9
Tito Santos,TEX_ISL,104.1,87.3,33,5,81.9,6.3
Evan Saulys,SIE_SAI,98.4,87.3,32,5,84.6,5.5
Adrian Gonzalez,WIL_BEA,78.4,87.3,26,3,70.9,5.3
Connor Broschard,LEW_CLA,84.4,87.3,48,3,75.0,6.2
Braxton Greenburg,CON_UNI2,98.0,87.3,75,3,86.5,6.2
Andrew Kent,UNI_SAI1,89.7,87.3,98,4,78.5,5.1
Ben Shenosky,PEN_NIT,99.8,87.3,101,6,81.1,6.4
Caleb Coffey,SPA_UNI,98.1,87.3,46,3,78.9,5.9
Gus Magill,COR_BRE,88.9,87.3,148,5,83.1,6.1
Kyle Dobyns,HAW_WAR,102.3,87.3,25,3,85.3,5.7
Doug Pyle,AZU_PAC,94.6,87.3,7,3,80.9,5.8
Ryan McFarland,CAM_UNI,87.9,87.3,38,4,81.4,4.8
Aiden Hinds,WMI_BRO,85.2,87.3,230,5,86.0,5.4
Trey Usey,NEW_PRI,94.8,87.3,54,4,87.5,5.6
Demarques Thompson,PRA_PAN,96.4,87.3,225,7,83.5,6.1
Spencer Mueller,UNI_FIN,90.7,87.3,17,3,76.2,6.1
Andrew Malec,MER_UNI,96.0,87.3,159,5,81.7,5.9
Jack Zang,APP_MOU,92.4,87.3,26,4,86.3,6.0
Jordan Bright,NOR_AGG,81.4,87.2,60,5,81.9,5.5
