Pitcher,PitcherTeam,TaggedPitchType,StuffPlus,PitchingPlus,Pitch_Count,Avg_Velocity,Avg_InducedVert,Avg_HorzBreak,Avg_SpinRate,Avg_Extension,Avg_RelHeight,Avg_RelSide
Aaron Potter,NOF_OSP,Slider,115.8,112.5,14,82.3,-1.0,-1.4,2064.2,5.1,5.7,1.8
Aaron Potter,NOF_OSP,ChangeUp,116.0,72.1,8,83.3,2.4,11.9,1926.3,5.5,5.5,2.1
Aaron Potter,NOF_OSP,Curveball,107.5,162.1,1,80.4,-5.6,0.5,2018.7,5.1,5.6,1.7
Aaron Ragat,BEL_KNI,Fastball,80.4,83.1,123,84.9,12.6,-12.2,2032.0,5.4,6.0,-1.4
Aaron Ragat,BEL_KNI,Slider,106.4,97.3,62,76.5,2.7,4.6,2165.0,5.1,5.7,-1.7
Aaron Ragat,BEL_KNI,ChangeUp,91.4,93.4,46,78.9,11.2,-13.2,1586.9,5.6,5.8,-1.6
Aaron Ragat,BEL_KNI,FourSeamFastBall,80.1,89.0,29,84.5,15.8,-7.6,2150.1,5.5,5.8,-1.3
Aaron Ragat,BEL_KNI,Curveball,105.3,103.8,16,72.9,-5.0,9.8,2322.6,4.7,6.0,-1.5
Aaron Ragat,BEL_KNI,Sinker,82.9,88.5,5,85.4,10.7,-16.3,2054.8,5.5,5.9,-1.3
Aaron Ragat,BEL_KNI,Other,67.8,52.5,1,,,,,,,
Aaron Rice,UTA_WOL,Fastball,81.9,90.4,219,90.3,11.2,8.4,2118.1,5.9,5.6,0.9
Aaron Rice,UTA_WOL,Cutter,114.5,89.9,44,82.4,1.6,-2.4,2239.9,5.4,5.5,1.1
Aaron Rice,UTA_WOL,Slider,109.8,108.4,27,81.4,1.1,-1.9,2215.1,5.3,5.4,1.1
Aaron Rice,UTA_WOL,ChangeUp,99.4,59.9,15,81.7,7.6,6.3,1965.5,5.8,5.4,1.3
Aaron Rice,UTA_WOL,Curveball,110.2,51.7,6,79.8,-0.1,-3.0,2151.7,5.5,5.3,1.2
Aaron Rice,UTA_WOL,Sinker,90.3,94.5,5,86.9,4.6,10.5,2088.6,5.8,5.5,1.0
Aaron Robertson,SOU_UNI,Fastball,110.8,121.6,569,87.9,17.1,-14.1,2334.7,6.9,5.5,-2.2
Aaron Robertson,SOU_UNI,ChangeUp,100.1,104.5,203,81.5,14.2,-15.1,1935.8,7.0,5.4,-2.2
Aaron Robertson,SOU_UNI,Curveball,108.1,122.7,174,72.4,-9.1,14.7,1975.8,6.7,5.5,-2.1
Aaron Robertson,SOU_UNI,Slider,107.4,107.4,65,75.4,-4.0,9.4,2042.2,6.8,5.4,-2.1
Aaron Robertson,SOU_UNI,FourSeamFastBall,95.4,109.0,46,88.6,12.8,-12.7,2338.4,6.7,5.3,-2.0
Aaron Robertson,SOU_UNI,Undefined,79.8,71.9,6,78.8,7.0,-1.9,2047.4,6.7,5.4,-2.2
Aaron Robertson,SOU_UNI,Sinker,84.4,152.0,1,85.4,10.6,-14.2,2354.2,6.7,5.1,-2.0
Aaron Rubio,SOU_IND16,Fastball,85.2,93.4,81,87.2,11.4,12.9,2077.5,5.3,6.1,2.7
Aaron Rubio,SOU_IND16,Slider,108.3,111.0,41,78.6,-0.3,-5.9,2387.2,4.8,6.1,2.6
Aaron Rubio,SOU_IND16,Undefined,100.0,63.3,41,82.6,3.4,3.1,2157.8,5.0,5.7,-0.1
Aaron Rubio,SOU_IND16,ChangeUp,95.4,100.4,35,81.2,8.8,14.5,1623.8,5.3,5.9,2.8
Aaron Rubio,SOU_IND16,Cutter,114.4,96.8,29,83.0,5.0,-2.0,2389.0,5.1,6.2,2.7
Aaron Rubio,SOU_IND16,Curveball,106.6,102.3,5,78.1,-2.6,-10.3,2401.1,4.8,5.9,2.7
Aaron Rubio,SOU_IND16,TwoSeamFastBall,85.0,53.3,2,87.9,6.0,17.3,1879.0,5.7,5.8,2.8
Aaron Sandin,FUL_COL,Fastball,75.0,66.5,15,78.4,8.1,1.1,2071.1,5.5,5.9,-1.5
Aaron Sandin,FUL_COL,ChangeUp,81.7,24.6,1,74.9,8.4,-9.1,1346.0,6.1,5.9,-1.6
Aaron Sandin,FUL_COL,Cutter,95.4,74.0,1,77.5,2.7,2.5,2147.4,5.3,5.9,-1.8
Aaron Savary,IOW_HAW,Slider,118.6,118.5,389,75.7,1.2,-17.8,2597.2,6.4,5.1,2.8
Aaron Savary,IOW_HAW,Fastball,93.5,93.9,256,89.2,8.8,14.6,2093.1,6.8,5.3,2.5
Aaron Savary,IOW_HAW,Sinker,97.2,99.8,224,88.2,3.7,17.3,2044.5,6.8,5.3,2.6
Aaron Savary,IOW_HAW,ChangeUp,107.2,111.6,128,81.0,0.4,14.5,1654.6,7.2,5.1,2.8
Aaron Savary,IOW_HAW,Curveball,113.9,121.2,107,75.9,-9.1,-15.5,2624.7,6.2,5.6,2.4
Aaron Savary,IOW_HAW,Sweeper,98.3,97.0,43,75.2,0.3,-19.4,2476.2,6.5,5.2,2.4
Aaron Savary,IOW_HAW,Undefined,67.8,63.8,4,,,,,,,
Aaron Savary,IOW_HAW,Other,67.8,52.5,2,,,,,,,
Aaron Schaefer,BET_WIL,Fastball,96.9,100.6,45,89.4,17.4,13.6,2261.3,5.4,5.5,1.1
Aaron Schaefer,BET_WIL,ChangeUp,87.6,83.4,25,84.9,9.4,12.7,1531.8,5.5,5.4,1.2
Aaron Schaefer,BET_WIL,Slider,110.0,92.1,25,75.9,-1.6,-17.3,2555.4,5.2,5.4,1.2
Aaron Schaefer,BET_WIL,Curveball,110.4,92.1,15,75.5,-1.3,-17.0,2566.6,5.3,5.4,1.2
Aaron Schaefer,BET_WIL,FourSeamFastBall,78.3,56.6,1,88.4,12.1,19.4,2172.4,5.4,5.5,1.3
Aaron Schaefer,BET_WIL,Sinker,87.3,54.6,1,85.8,9.3,14.9,1754.1,5.3,5.3,1.2
Aaron Slep,WAK_TEC,Fastball,79.3,79.8,57,84.0,14.5,16.9,1964.1,4.7,5.8,1.7
Aaron Slep,WAK_TEC,Slider,99.4,107.8,22,75.1,1.6,-6.4,2417.5,4.5,5.8,1.7
Aaron Slep,WAK_TEC,ChangeUp,111.3,107.3,8,76.9,10.8,22.5,2001.9,5.0,5.7,1.9
Aaron Slep,WAK_TEC,Curveball,98.8,94.0,4,75.4,-0.2,-1.4,2257.4,4.7,5.8,1.8
Aaron Terpstra,IOW_LAK,Fastball,91.3,77.0,47,78.9,17.8,11.8,2205.1,7.1,5.1,1.4
Aaron Terpstra,IOW_LAK,Slider,90.7,92.6,25,68.7,-3.1,-11.2,2223.7,6.4,4.8,1.6
Aaron Terpstra,IOW_LAK,Curveball,100.5,135.5,3,66.8,-10.6,-12.7,2293.3,6.2,4.9,1.4
Aaron Zenus,JUD,Fastball,89.9,97.2,77,90.6,13.4,16.6,2032.3,5.4,5.6,1.8
Aaron Zenus,JUD,ChangeUp,108.8,113.0,60,80.6,1.9,14.7,1473.8,5.3,5.2,2.0
Aaron Zenus,JUD,Undefined,93.7,90.0,53,85.7,5.3,11.9,1724.2,5.9,5.5,1.6
Aaron Zenus,JUD,Slider,117.5,92.2,11,80.1,0.6,-10.4,2387.2,5.2,5.5,1.9
Aaron Zenus,JUD,Sinker,86.7,86.9,7,89.3,7.5,18.8,1978.8,5.2,5.5,1.8
Abdriel Figueroa,SOU_IND16,Fastball,89.8,97.5,174,90.5,10.6,15.0,1941.7,5.9,5.8,1.7
Abdriel Figueroa,SOU_IND16,Slider,118.5,115.3,72,79.4,-3.4,-18.1,2464.8,5.8,5.7,1.8
Abdriel Figueroa,SOU_IND16,Undefined,108.6,87.3,51,87.2,5.0,2.4,2139.3,6.1,5.5,0.8
Abdriel Figueroa,SOU_IND16,ChangeUp,115.4,109.6,23,81.3,5.1,9.4,1816.5,6.0,5.6,1.9
Abdriel Figueroa,SOU_IND16,Curveball,121.2,104.6,16,79.2,-3.8,-22.3,2358.1,5.7,5.6,1.8
Abdriel Figueroa,SOU_IND16,Sinker,96.6,111.8,6,91.1,10.6,18.8,1975.4,6.0,5.8,1.8
Abe Chancellor,AUB_TIG,ChangeUp,124.6,132.5,42,80.1,14.5,-14.3,2131.5,6.3,5.9,-1.8
Abe Chancellor,AUB_TIG,Fastball,121.7,110.2,31,89.2,21.6,-9.9,2244.9,6.4,6.2,-1.5
Abe Chancellor,AUB_TIG,Slider,108.1,131.8,19,76.1,-7.1,6.6,2190.3,5.5,6.1,-1.8
Abe Chancellor,AUB_TIG,FourSeamFastBall,112.9,100.5,3,88.9,21.3,-8.3,2096.6,6.4,6.1,-1.3
Abe Chancellor,AUB_TIG,Curveball,125.5,65.0,2,79.5,16.0,-14.5,2080.7,6.4,5.8,-1.6
Abixael Sosa,JEF_UNI,Fastball,84.5,79.4,9,86.1,13.5,-7.7,1963.2,6.8,5.4,-1.4
Abixael Sosa,JEF_UNI,Slider,102.1,107.8,6,76.8,-3.3,2.7,2019.0,6.1,5.1,-1.8
Abixael Sosa,JEF_UNI,ChangeUp,74.6,16.6,1,82.8,14.0,-7.9,2025.9,7.0,5.2,-1.9
Adam Alexis,NOR_DEM,Slider,117.5,128.0,74,77.7,2.6,-15.8,2497.0,5.3,6.1,2.8
Adam Alexis,NOR_DEM,Fastball,81.8,87.5,17,83.7,10.2,13.4,2028.8,6.0,6.2,2.4
Adam Alexis,NOR_DEM,Undefined,109.6,101.3,15,79.3,9.2,-4.3,2265.7,5.6,5.9,2.9
Adam Alexis,NOR_DEM,Sinker,78.0,91.7,4,87.3,13.9,12.6,2002.0,6.0,6.6,2.2
Adam Alexis,NOR_DEM,ChangeUp,79.8,87.0,2,82.2,7.8,12.2,1657.7,6.1,6.3,2.5
Adam Arther,KAN_WIL,Fastball,90.1,102.6,197,85.8,5.9,-14.2,1919.5,5.7,4.3,-4.1
Adam Arther,KAN_WIL,ChangeUp,95.7,92.3,53,78.2,4.4,-6.3,1835.1,5.8,4.3,-4.2
Adam Arther,KAN_WIL,Sinker,88.9,98.5,49,85.4,4.9,-16.8,1909.7,5.6,4.3,-4.0
Adam Arther,KAN_WIL,Slider,97.7,88.5,37,77.9,3.8,-7.4,1839.8,5.9,4.3,-4.2
Adam Beery,OHI_BOB,Slider,95.9,110.1,34,75.2,-1.3,3.7,2379.4,5.0,5.2,-1.5
Adam Beery,OHI_BOB,ChangeUp,87.1,95.9,15,75.6,5.0,-5.3,1622.9,5.1,5.2,-1.5
Adam Beery,OHI_BOB,Fastball,92.2,91.5,13,82.7,19.7,-11.1,2125.8,5.2,5.5,-0.9
Adam Beery,OHI_BOB,Cutter,79.5,98.5,6,83.6,14.4,-9.0,1995.6,5.6,5.4,-0.9
Adam Beery,OHI_BOB,Other,67.8,52.5,4,,,,,,,
Adam Beery,OHI_BOB,Sinker,81.3,51.6,4,83.6,17.1,-8.0,2039.2,5.6,5.4,-0.9
Adam Behrens,LOY_LIO,Fastball,89.5,105.4,189,88.0,15.9,13.6,2245.2,6.7,5.5,1.4
Adam Behrens,LOY_LIO,Slider,106.7,110.8,133,79.3,1.5,0.2,2250.6,6.4,5.4,1.5
Adam Behrens,LOY_LIO,ChangeUp,112.4,120.5,49,80.8,5.7,18.4,2089.8,6.5,5.2,1.5
Adam Behrens,LOY_LIO,Curveball,104.8,112.2,41,76.4,-8.4,-10.7,2356.6,6.3,5.6,1.5
Adam Behrens,LOY_LIO,Cutter,102.7,113.8,16,82.4,8.5,10.5,2175.2,6.6,5.4,1.4
Adam Behrens,LOY_LIO,Sweeper,93.5,108.1,7,78.5,-1.9,-14.4,2385.1,6.0,5.3,1.5
Adam Behrens,LOY_LIO,Other,67.8,52.5,1,,,,,,,
Adam Behrens,LOY_LIO,Sinker,117.7,146.0,1,78.0,-2.0,-19.6,2663.1,6.1,5.3,1.6
Adam Behrens,LOY_LIO,Splitter,143.0,23.7,1,78.6,6.1,25.2,2192.3,6.5,5.3,1.9
Adam Bendoraitis,AUG_COL,Fastball,96.7,106.6,12,88.5,19.1,5.7,2246.1,5.9,6.2,1.6
Adam Bendoraitis,AUG_COL,Slider,116.1,141.4,4,79.7,-1.2,-5.5,2648.6,5.0,5.7,2.5
Adam Brouwer,NIU_HUS,Fastball,97.8,110.0,347,90.1,18.6,10.6,2191.8,5.5,5.8,1.4
Adam Brouwer,NIU_HUS,Slider,108.3,112.9,174,79.3,-3.9,-12.7,2293.5,4.9,5.7,1.6
Adam Brouwer,NIU_HUS,Cutter,116.1,110.5,105,82.6,2.6,-5.6,2160.8,5.0,5.8,1.5
Adam Brouwer,NIU_HUS,Undefined,98.9,109.8,101,83.0,2.3,-6.1,2131.4,5.7,5.9,1.5
Adam Brouwer,NIU_HUS,Curveball,108.9,129.6,48,78.4,-6.0,-17.4,2407.7,5.0,5.5,1.5
Adam Brouwer,NIU_HUS,ChangeUp,110.3,104.3,30,82.4,4.1,10.3,1389.3,5.3,5.8,1.6
Adam Brouwer,NIU_HUS,Splitter,118.3,115.6,27,80.8,3.0,12.6,1367.3,5.4,5.7,1.6
Adam Brouwer,NIU_HUS,Sinker,113.3,119.4,1,90.4,20.5,11.2,2242.3,5.6,6.0,1.3
Adam Buczkowski,CIN_BEA,Slider,131.7,116.0,294,81.1,9.5,-7.8,2558.7,5.1,3.6,5.1
Adam Buczkowski,CIN_BEA,Fastball,99.7,105.1,132,86.6,2.2,11.1,2233.7,5.9,3.8,5.0
Adam Buczkowski,CIN_BEA,Sinker,98.6,102.0,98,87.0,1.2,13.3,2183.9,5.7,3.7,5.0
Adam Buczkowski,CIN_BEA,ChangeUp,123.5,95.5,7,81.2,11.1,-4.1,2421.0,5.4,3.9,4.8
Adam Buczkowski,CIN_BEA,Cutter,124.0,71.5,2,81.8,9.3,0.2,2526.8,5.1,3.7,5.2
Adam Byrd,IWC,Fastball,102.9,87.8,33,87.5,20.1,-5.3,2168.0,5.7,5.9,-1.8
Adam Byrd,IWC,Curveball,105.0,79.3,26,72.0,-19.1,9.1,2315.2,4.9,5.9,-1.9
Adam Campbell,ASB_UNI,Fastball,72.7,84.5,16,72.1,5.5,15.9,1632.4,6.6,5.1,1.9
Adam Campbell,ASB_UNI,Curveball,79.9,56.7,10,62.4,-0.3,-2.4,1487.0,6.2,4.8,2.2
Adam Campbell,ASB_UNI,ChangeUp,72.5,91.4,4,64.9,6.2,13.9,1442.4,6.6,5.2,1.8
Adam Emhoff,HAM_COL,Undefined,85.6,55.0,10,80.4,12.1,-8.1,1965.3,6.4,5.5,-1.4
Adam Enyart,STM_GAE,Fastball,99.4,93.9,126,91.4,16.9,14.6,2281.2,6.0,5.8,0.7
Adam Enyart,STM_GAE,ChangeUp,117.3,109.5,73,81.6,6.2,13.5,1720.1,5.9,5.5,1.1
Adam Enyart,STM_GAE,Slider,110.2,89.0,21,80.3,2.2,-3.9,1923.2,6.0,5.6,0.9
Adam Enyart,STM_GAE,Curveball,105.5,113.0,20,74.9,-8.2,-8.6,1452.6,5.7,5.8,0.7
Adam Enyart,STM_GAE,Cutter,109.0,78.3,11,83.9,8.1,0.7,2004.1,5.8,5.6,1.2
Adam Enyart,STM_GAE,Sinker,91.7,96.1,2,91.9,15.0,16.5,2232.2,6.1,5.6,0.9
Adam Falinski,TRO_TRJ,Fastball,97.3,105.0,300,94.0,14.5,9.8,2118.4,5.7,6.3,1.1
Adam Falinski,TRO_TRJ,Slider,135.0,122.0,204,86.4,1.3,-2.3,2075.2,5.6,6.4,1.0
Adam Falinski,TRO_TRJ,ChangeUp,105.5,110.9,51,88.2,6.3,11.4,1712.1,5.9,6.1,1.4
Adam Falinski,TRO_TRJ,FourSeamFastBall,111.9,110.7,25,93.3,11.7,5.7,2116.9,5.7,6.1,1.2
Adam Falinski,TRO_TRJ,TwoSeamFastBall,111.4,109.4,24,91.4,11.3,8.4,2048.8,5.6,6.1,1.3
Adam Falinski,TRO_TRJ,Sinker,92.4,118.8,22,94.1,11.5,15.3,2045.3,6.3,6.3,0.9
Adam Falinski,TRO_TRJ,Cutter,132.5,142.1,11,86.5,2.7,-1.6,2045.3,6.1,6.3,0.9
Adam Falinski,TRO_TRJ,Curveball,141.7,140.8,7,84.4,-0.7,-0.2,2085.5,5.3,6.4,0.9
Adam Falinski,TRO_TRJ,Undefined,87.8,67.3,1,94.3,13.3,8.7,1921.5,6.0,6.0,0.9
Adam Galdoni,BUT_BUL,Fastball,83.2,72.0,14,87.9,17.7,5.7,2220.1,6.2,6.5,0.9
Adam Galdoni,BUT_BUL,Slider,110.3,43.6,8,78.8,-5.2,-8.2,2423.1,5.4,6.3,1.0
Adam Grintz,HIG_PAN,Fastball,84.6,96.5,322,89.4,14.6,11.7,2174.2,7.1,5.9,1.6
Adam Grintz,HIG_PAN,Curveball,107.8,119.1,127,78.2,-3.7,-11.9,2346.7,6.3,5.8,1.7
Adam Grintz,HIG_PAN,Undefined,89.0,93.4,30,86.1,9.5,4.9,2241.4,6.4,6.0,1.6
Adam Grintz,HIG_PAN,ChangeUp,93.0,110.5,16,84.0,10.1,13.6,1667.3,7.2,5.8,1.7
Adam Grintz,HIG_PAN,Slider,108.7,94.4,9,76.2,-2.0,-12.1,2335.2,6.1,5.8,1.8
Adam Guazzo,VAL_CRU,Fastball,105.2,103.0,128,88.8,20.6,8.8,2144.2,6.1,6.2,0.7
Adam Guazzo,VAL_CRU,Cutter,119.0,119.1,118,84.1,8.2,-4.0,2422.6,6.0,6.1,0.9
Adam Guazzo,VAL_CRU,Slider,117.1,124.8,60,79.8,2.1,-10.9,2447.3,6.0,6.0,1.1
Adam Guazzo,VAL_CRU,Undefined,113.0,105.3,58,85.6,11.4,-0.5,2366.9,5.9,6.0,0.7
Adam Guazzo,VAL_CRU,FourSeamFastBall,107.0,100.9,33,89.3,21.2,10.3,2158.6,6.1,6.2,0.7
Adam Guazzo,VAL_CRU,ChangeUp,112.5,73.8,13,82.2,8.7,4.1,1926.3,6.3,6.0,0.8
Adam Guazzo,VAL_CRU,Curveball,111.5,134.0,2,79.2,-4.5,-12.5,2622.7,6.1,5.8,0.8
Adam Guazzo,VAL_CRU,Sinker,117.6,72.4,2,81.5,4.5,-6.6,2318.4,5.8,6.0,1.2
Adam Haight,ORE_BEA,Fastball,103.1,107.3,36,90.8,19.7,15.5,2276.9,5.6,6.7,1.2
Adam Haight,ORE_BEA,ChangeUp,114.7,93.6,18,83.7,12.6,16.9,2031.1,5.7,6.4,1.4
Adam Haight,ORE_BEA,Slider,121.6,30.4,1,82.0,3.6,-1.6,2130.8,5.8,6.2,1.8
Adam Horvath,JMU_DUK,Cutter,88.5,98.5,227,85.6,6.7,-0.3,2240.1,6.0,5.6,1.8
Adam Horvath,JMU_DUK,ChangeUp,96.1,82.9,60,79.2,9.7,8.6,1264.0,6.1,5.8,1.5
Adam Horvath,JMU_DUK,Fastball,86.8,96.8,60,87.0,8.4,1.0,2275.7,6.1,5.9,1.6
Adam Horvath,JMU_DUK,Slider,98.8,104.1,57,81.1,-0.6,-4.3,2235.8,5.9,5.6,1.7
Adam Horvath,JMU_DUK,FourSeamFastBall,81.9,88.9,30,87.2,10.2,3.5,2276.8,6.0,5.7,1.7
Adam Horvath,JMU_DUK,Undefined,67.8,63.8,10,,,,,,,
Adam Horvath,JMU_DUK,Curveball,100.7,19.6,3,75.8,-8.4,-7.2,2337.3,5.8,5.8,1.3
Adam Horvath,JMU_DUK,Sinker,88.3,95.3,1,87.3,4.5,10.8,2217.1,5.9,5.6,1.7
Adam Katz,DAV_WIL,Cutter,107.1,100.6,104,84.5,5.9,-3.3,2207.0,5.3,5.7,1.1
Adam Katz,DAV_WIL,Sinker,81.6,82.9,86,87.4,10.0,11.9,1875.6,5.5,5.9,0.5
Adam Katz,DAV_WIL,Slider,106.6,109.0,71,80.4,0.3,-6.4,2252.0,5.2,5.7,1.0
Adam Katz,DAV_WIL,Fastball,80.7,95.4,24,86.9,10.8,9.4,1970.5,5.5,5.8,0.6
Adam Katz,DAV_WIL,FourSeamFastBall,76.4,90.5,11,87.1,11.1,10.8,1831.5,5.7,5.9,0.2
Adam Katz,DAV_WIL,ChangeUp,90.0,149.1,1,83.8,3.5,13.3,1888.9,5.9,5.7,0.6
Adam Katz,DAV_WIL,Splitter,107.3,111.1,1,79.1,-1.9,-2.6,2072.4,5.1,5.7,0.8
Adam Khan,UNI_BRI,Fastball,88.4,98.6,69,88.0,13.3,20.0,2112.5,5.6,5.5,1.5
Adam Khan,UNI_BRI,ChangeUp,104.1,117.3,55,80.4,9.5,16.8,1692.6,6.0,5.3,1.6
Adam Khan,UNI_BRI,Slider,99.3,85.0,10,80.4,8.8,11.1,1943.6,5.9,5.4,1.6
Adam Khan,UNI_BRI,Splitter,104.6,97.4,4,79.0,4.6,6.2,782.8,5.4,5.5,1.4
Adam Lehmann,WMI_BRO,Fastball,92.4,103.7,164,87.8,18.3,5.9,2280.5,7.2,5.9,1.1
Adam Lehmann,WMI_BRO,Curveball,101.9,113.5,72,74.6,-9.0,-6.0,2279.3,6.3,5.9,1.0
Adam Lehmann,WMI_BRO,Slider,99.5,91.5,25,78.0,-1.8,-8.4,2327.3,6.6,5.7,1.5
Adam Lehmann,WMI_BRO,ChangeUp,96.9,80.1,14,81.3,12.0,14.6,1992.0,6.8,5.6,1.6
Adam Lehmann,WMI_BRO,FourSeamFastBall,80.3,100.4,14,86.4,16.7,7.6,2280.9,6.9,6.0,1.1
Adam Lehmann,WMI_BRO,Cutter,93.3,84.5,2,82.6,16.8,13.4,2139.2,6.7,5.9,1.3
Adam Lindsey,IlI_SPR,Fastball,88.5,96.3,31,88.8,14.6,12.9,2112.9,6.4,5.5,1.8
Adam Lindsey,IlI_SPR,Slider,123.9,103.4,22,78.5,4.0,-11.5,2718.2,5.6,5.3,2.0
Adam Lindsey,IlI_SPR,ChangeUp,96.1,22.0,1,83.8,18.0,5.4,1348.4,6.2,5.4,1.9
Adam Martin,STO_COL,Fastball,79.4,99.5,63,86.2,14.4,17.4,2112.1,5.1,6.1,1.6
Adam Martin,STO_COL,ChangeUp,115.5,105.9,51,74.5,9.6,20.8,1924.0,5.3,5.7,1.8
Adam Martin,STO_COL,Slider,97.4,87.9,24,76.9,0.6,-2.0,2063.5,4.8,5.6,2.0
Adam Martin,STO_COL,Curveball,105.7,91.4,8,75.9,5.0,9.9,1980.7,5.1,5.8,1.8
Adam Martin,STO_COL,Other,67.8,52.5,1,,,,,,,
Adam McKelvey,GIT_YEL,Fastball,98.9,80.4,35,88.0,14.1,-4.9,2327.4,7.1,5.5,-2.0
Adam McKelvey,GIT_YEL,Slider,110.2,95.7,8,79.2,-0.6,2.7,2394.9,6.5,5.7,-2.0
Adam McKelvey,GIT_YEL,Curveball,112.3,91.5,6,78.1,-4.3,4.1,2432.7,6.5,5.7,-1.7
Adam Merritt,UMA_AMH,Fastball,115.6,97.5,126,89.7,22.2,11.2,2245.1,5.2,5.7,0.9
Adam Merritt,UMA_AMH,Curveball,114.0,99.1,33,77.5,-15.2,-7.4,2583.9,4.8,5.7,0.8
Adam Merritt,UMA_AMH,Slider,110.5,108.9,19,80.2,1.4,-7.4,2347.0,5.0,5.5,1.0
Adam Merritt,UMA_AMH,ChangeUp,122.3,75.6,3,78.9,-7.0,1.6,2452.3,5.2,5.7,0.9
Adam Merritt,UMA_AMH,Cutter,112.1,138.0,1,82.3,1.0,-7.0,2239.8,5.2,5.5,1.3
Adam Merritt,UMA_AMH,Undefined,67.8,63.8,1,,,,,,,
Adam Metivier,PIE_LIO,Fastball,80.6,94.0,37,77.7,19.6,-9.3,1914.6,6.4,6.0,-0.6
Adam Metivier,PIE_LIO,Slider,84.3,102.7,21,67.1,1.5,4.1,1794.7,5.9,5.8,-0.9
Adam Metivier,PIE_LIO,ChangeUp,77.7,89.2,17,71.2,16.1,-11.9,1585.2,6.2,5.9,-0.9
Adam Mrakitsch,CIN_BEA,Fastball,108.5,105.3,543,89.9,17.6,-15.2,2221.4,5.8,5.7,-1.5
Adam Mrakitsch,CIN_BEA,ChangeUp,109.4,109.8,126,83.0,5.8,-17.1,1825.9,6.1,5.4,-1.8
Adam Mrakitsch,CIN_BEA,Slider,110.4,100.3,116,78.9,0.1,2.9,2079.3,5.3,5.5,-1.8
Adam Mrakitsch,CIN_BEA,Curveball,107.9,98.2,16,76.9,-5.4,4.8,2183.6,4.9,5.5,-1.7
Adam Mrakitsch,CIN_BEA,Undefined,106.9,106.0,14,86.7,14.2,-12.3,2148.0,6.2,5.7,-1.4
Adam Mrakitsch,CIN_BEA,Cutter,119.7,93.8,3,80.6,-1.0,4.7,2156.4,5.2,5.5,-1.8
Adam Mrakitsch,CIN_BEA,Sinker,94.0,52.3,3,89.8,13.1,-19.2,2132.5,5.5,6.0,-1.6
Adam Muirhead,TEX_ISL,Fastball,101.3,92.6,16,92.1,16.9,8.1,2423.0,5.5,5.6,1.8
Adam Muirhead,TEX_ISL,Slider,119.3,70.3,2,83.5,3.3,-4.7,1708.0,5.0,5.5,2.0
Adam Pierce,GRA_CHR,Fastball,72.7,81.9,16,71.1,19.3,11.4,1560.7,5.7,5.7,1.5
Adam Pierce,GRA_CHR,Slider,70.1,24.0,2,65.6,11.5,2.2,1533.2,5.6,5.7,1.5
Adam Rice,DAK_COU,Fastball,71.2,64.0,18,82.5,13.4,11.8,2062.1,6.0,5.8,1.7
Adam Rice,DAK_COU,Slider,102.7,92.0,13,71.3,-8.4,-18.8,2342.9,5.6,5.4,2.0
Adam Rice,DAK_COU,ChangeUp,83.5,55.9,2,79.1,6.1,10.9,1601.0,6.3,5.5,1.9
Adam Rice,DAK_COU,Curveball,100.6,29.3,1,70.6,-6.2,-19.3,2366.5,5.5,5.5,1.8
Adam Shew,SAN_DON,ChangeUp,96.5,90.0,37,79.1,3.1,12.4,1358.9,5.9,5.6,2.4
Adam Shew,SAN_DON,Fastball,80.6,81.0,36,85.7,9.8,14.1,1909.7,5.8,5.8,2.4
Adam Shew,SAN_DON,Sinker,78.5,122.1,16,86.3,9.8,14.1,1897.0,5.7,5.9,2.3
Adam Shew,SAN_DON,Slider,93.0,68.5,3,74.4,-2.9,-5.2,2210.1,5.0,5.8,2.3
Adam Shew,SAN_DON,Curveball,98.9,131.3,2,77.0,-4.0,-4.4,2275.0,5.1,5.7,2.3
Adam Stanton,CHA_FOR,ChangeUp,117.4,115.2,208,82.1,1.6,16.4,1871.7,5.7,5.8,2.6
Adam Stanton,CHA_FOR,Slider,121.6,120.9,137,81.5,-0.5,-6.1,2454.5,5.2,5.9,2.6
Adam Stanton,CHA_FOR,Fastball,83.1,86.8,92,89.0,13.5,13.9,2255.2,5.4,6.2,2.3
Adam Stanton,CHA_FOR,Cutter,115.8,106.7,18,83.2,3.8,1.1,2293.2,5.4,6.0,2.5
Adam Stanton,CHA_FOR,Undefined,112.9,118.7,10,81.1,0.2,1.3,2182.7,5.3,6.0,2.5
Adam Stanton,CHA_FOR,Curveball,118.7,101.2,7,81.1,-3.3,0.1,2144.2,5.4,5.9,2.6
Adam Stanton,CHA_FOR,Other,67.8,52.5,7,,,,,,,
Adam Stanton,CHA_FOR,Sweeper,102.4,116.6,6,80.6,-3.1,-0.7,2238.2,5.4,5.9,2.6
Adam Stanton,CHA_FOR,FourSeamFastBall,77.3,134.7,1,88.7,15.2,11.7,2344.3,5.8,6.3,2.1
Adam Switalski,LIP_BIS,Sinker,90.9,97.9,260,88.6,6.5,17.2,1827.6,5.6,5.0,1.3
Adam Switalski,LIP_BIS,Slider,111.4,104.4,123,77.2,-4.2,-16.3,2437.6,5.3,5.0,1.3
Adam Switalski,LIP_BIS,Undefined,87.1,81.4,19,87.2,5.4,12.0,1796.6,5.7,5.2,1.4
Adam Switalski,LIP_BIS,ChangeUp,88.6,98.7,8,83.5,3.4,14.0,1428.3,5.8,4.9,1.4
